id,source,question,answers,links,num_links,num_contexts,contexts_preview
5e323d79fbd6abf43b000058,bioasq,Can secondary glioblastoma be caused by brain irradiation?,"Yes, brain irradiation can cause secondary glioblastoma.",http://www.ncbi.nlm.nih.gov/pubmed/29713762 | http://www.ncbi.nlm.nih.gov/pubmed/10845210 | http://www.ncbi.nlm.nih.gov/pubmed/17786001 | http://www.ncbi.nlm.nih.gov/pubmed/14714135 | http://www.ncbi.nlm.nih.gov/pubmed/9810442 | http://www.ncbi.nlm.nih.gov/pubmed/12853693 | http://www.ncbi.nlm.nih.gov/pubmed/15685439 | http://www.ncbi.nlm.nih.gov/pubmed/18373067 | http://www.ncbi.nlm.nih.gov/pubmed/32649812 | http://www.ncbi.nlm.nih.gov/pubmed/23571774 | http://www.ncbi.nlm.nih.gov/pubmed/23227384 | http://www.ncbi.nlm.nih.gov/pubmed/17583602 | http://www.ncbi.nlm.nih.gov/pubmed/32938807 | http://www.ncbi.nlm.nih.gov/pubmed/2028149 | http://www.ncbi.nlm.nih.gov/pubmed/31088835 | http://www.ncbi.nlm.nih.gov/pubmed/29526937,16,25,Prolonged survival in secondary glioblastoma following local injection of targeted alpha therapy with | [Radiation induced glioblastoma: a case report].
5e94902f2d3121100d000012,bioasq,Is aggrephagy a variant of autophagy?,"Yes, the selective branch of autophagy that deals with identification, capture and degradation of protein aggregates is called aggrephagy.",http://www.ncbi.nlm.nih.gov/pubmed/28837386 | http://www.ncbi.nlm.nih.gov/pubmed/29686608 | http://www.ncbi.nlm.nih.gov/pubmed/30027903,3,3,"The selective branch of autophagy that deals with identification, capture and degradation of protein aggregates is called aggrephagy. | Mechanistic insights into aggrephagy, a selective basal autophagy process to clear misfolded protein aggregates,"
5e5e4fdb1af46fc130000009,bioasq,"List the blood group antigens, associated with blood type","ABO antigens are highly abundant in many human cell types, including platelets, vascular endothelium, and red blood cells. | ABO antigens are highly abundant in many human cell types, including platelets, vascular endotheliums, and red blood cells. | The blood group antigens, associated with blood type, are: ab, von willebrand factor, o, a, de ritis, rhesus, b, factor vii, platelets. | The blood group antigens, associated with blood type, are: ab, von willebrand factor, o, a, de ritis, rhesus, b, factor viii, rresus d, platelets and abo.",http://www.ncbi.nlm.nih.gov/pubmed/28938239 | http://www.ncbi.nlm.nih.gov/pubmed/29499994 | http://www.ncbi.nlm.nih.gov/pubmed/29958715 | http://www.ncbi.nlm.nih.gov/pubmed/29981282 | http://www.ncbi.nlm.nih.gov/pubmed/30324575 | http://www.ncbi.nlm.nih.gov/pubmed/28297729 | http://www.ncbi.nlm.nih.gov/pubmed/29088730 | http://www.ncbi.nlm.nih.gov/pubmed/27755584 | http://www.ncbi.nlm.nih.gov/pubmed/1355324 | http://www.ncbi.nlm.nih.gov/pubmed/4030394 | http://www.ncbi.nlm.nih.gov/pubmed/28031957 | http://www.ncbi.nlm.nih.gov/pubmed/3166398 | http://www.ncbi.nlm.nih.gov/pubmed/3227315 | http://www.ncbi.nlm.nih.gov/pubmed/32802553 | http://www.ncbi.nlm.nih.gov/pubmed/3560450 | http://www.ncbi.nlm.nih.gov/pubmed/7679772 | http://www.ncbi.nlm.nih.gov/pubmed/8735716,17,28,"ABO antigens are highly abundant in many human cell types, including platelets, vascular endothelium, and red blood cells. | We have previously developed waveguide-mode (WM) sensors for forward ABO and Rh(D) blood typing"
5fe08b50a43ad31278000031,bioasq,How many DNaseI hypersensitive sites (DHS) mark the murine beta globin locus region?,"Mammalian beta-globin expression is strongly influenced by a linked 15-kilobase region of clustered DNaseI hypersensitive sites (HSs) known as the locus control region (LCR). The LCR encompasses 5 major HSs, termed 5'HS1-5, located 6-22 Kb upstream of the epsilon-globin gene, each of which is highly homologous among humans, mice, and other mammals. | The expression of genes both from the endogenous locus and from transgenes is strongly influenced by a linked 15-kilobase region of clustered DNaseI hypersensitive sites (HSs) known as the locus control region (LCR) The LCR is composed of a series of 5 DNase . sites (5'HSs), that form in the nucleus of erythroid precursors . In the chromatin of the epsilon globin gene, four DNase. sites that are located 6-18kb 5' of the . epsilon, Ggamma, Agamma, delta, beta . | The expression of genes both from the endogenous locus and from transgenes is strongly influenced by a linked 15-kilobase region of clustered DNaseI hypersensitive sites (HSs) known as the locus control region (LCR) Targeted deletion of 5'HS1 and 5’HS4 of the beta-globin locus Control region reveals additive activity of the sites . The LCR is composed of a series of 5 DNase . sites (5'HSs), that form in the nucleus of erythroid precursors . | In the chromatin of erythroid cells the locus control region is characterized by four DNaseI hypersensitive sites that are located 6-18kb 5' of the epsilon globin gene . Expression of the five beta-like globin genes (epsilon, Ggamma, Agamma, delta, beta) in the human beta-globin locus depends on enhancement by a linked 15-kilobase region . | Mammalian beta-globin loci is composed of multiple orthologous genes whose expression is erythroid specific and developmentally regulated . Globin gene expression is regulated by a linked 15-kilobase region of clustered DNaseI hypersensitive sites (HSs) known as the locus control region (LCR) The LCR encompasses 5 major HSs, each of which is highly homologous among humans, mice, and other mammals . | Mammalian beta-globin loci are composed of multiple orthologous genes whose expression is erythroid specific and developmentally regulated. Globin gene expression is regulated, in part, by the locus control region, which physically consists of five DNaseI-hypersensitive sites located 6-22 Kb upstream of the epsilon -globin gene. | Mammalian beta-globin loci are composed of multiple orthologous genes whose expression is erythroid specific and developmentally regulated. The expression of these genes both from the endogenous locus and from transgenes is strongly influenced by a linked 15-kilobase region of clustered DNaseI hypersensitive sites (HSs) known as the locus control region (LCR). The LCR encompasses 5 major HSs, each of which is highly homologous among humans, mice, and other mammals. The LCR encompasses 6 DNaseI hypersensitive sites (HSs) that bind transcription factors.",http://www.ncbi.nlm.nih.gov/pubmed/10828050 | http://www.ncbi.nlm.nih.gov/pubmed/16189270 | http://www.ncbi.nlm.nih.gov/pubmed/12324650 | http://www.ncbi.nlm.nih.gov/pubmed/11567985 | http://www.ncbi.nlm.nih.gov/pubmed/10220430 | http://www.ncbi.nlm.nih.gov/pubmed/9114030 | http://www.ncbi.nlm.nih.gov/pubmed/9012519 | http://www.ncbi.nlm.nih.gov/pubmed/2040696 | http://www.ncbi.nlm.nih.gov/pubmed/2362805 | http://www.ncbi.nlm.nih.gov/pubmed/11867225,10,15,"Mammalian beta-globin loci are composed of multiple orthologous genes whose expression is erythroid specific and developmentally regulated. The expression of these genes both from the endogenous locus and from transgenes is strongly influenced by a linked 15-kilobase region of clustered DNaseI hypersensitive sites (HSs) known as the locus control region (LCR). The LCR encompasses 5 major HSs, each of which is highly homologous among humans, mice, and other mammals. | The LCR encompasses 6 DNaseI hypersensitive sites (HSs) that bind transcription factors."
60259b661cb411341a0000b2,bioasq,What is the outcome of COVID-19 patients treated with tocilizumab?,Preliminary clinical results have indicated that tocilizumab can improve the outcomes of patients with severe or critical COVID-19 while maintaining a good safety profile.,http://www.ncbi.nlm.nih.gov/pubmed/33262810,1,1,"Preliminary clinical results have indicated that antagonism of the IL-6 receptor (IL-6R), including with the FDA-approved humanized monoclonal antibody tocilizumab, can improve the outcomes of patients with severe or critical COVID-19 while maintaining a good safety profile."
5e2e1986fbd6abf43b000025,bioasq,Which loss-of-function ABCC8 mutation is associated with Pulmonary Arterial Hypertension (PAH)?,A de novo novel heterozygous predicted deleterious missense variant c.G2873A (p.R958H) in ABCC8 in a child with idiopathic PAH.,http://www.ncbi.nlm.nih.gov/pubmed/30354297,1,1,"Exome sequencing was performed to identify novel genes in a cohort of 99 pediatric and 134 adult-onset group I PAH patients. Novel rare variants in the gene identified were independently identified in a cohort of 680 adult-onset patients. Variants were expressed in COS cells and function assessed by patch-clamp and rubidium flux analysis.RESULTS: We identified a de novo novel heterozygous predicted deleterious missense variant c.G2873A (p.R958H) in ABCC8 in a child with idiopathic PAH. We then evaluated all individuals in the original and a second cohort for rare or novel variants in ABCC8 and identified 11 additional heterozygous predicted damaging ABCC8 variants. ABCC8 encodes SUR1 (sulfonylurea receptor 1)-a regulatory subunit of the ATP-sensitive potassium channel. We observed loss of ATP-sensitive potassium channel function for all ABCC8 variants evaluated and pharmacological rescue of all channel currents in vitro by the SUR1 activator, diazoxide.CONCLUSIONS: Novel and rare missense variants in ABCC8 are associated with PAH. Identified ABCC8 mutations decreased ATP-sensitive potassium channel function, which was pharmacologically recovered."
5e46eb7a3f5415952900000d,bioasq,Which disease is rated using the Fahn-Tolosa-Marin scale?,The Fahn-Tolosa-Marin clinical tremor rating scale is used for essential tremor.,http://www.ncbi.nlm.nih.gov/pubmed/28387629 | http://www.ncbi.nlm.nih.gov/pubmed/28665251 | http://www.ncbi.nlm.nih.gov/pubmed/29157315 | http://www.ncbi.nlm.nih.gov/pubmed/29293948 | http://www.ncbi.nlm.nih.gov/pubmed/29376092 | http://www.ncbi.nlm.nih.gov/pubmed/29382631 | http://www.ncbi.nlm.nih.gov/pubmed/29385927 | http://www.ncbi.nlm.nih.gov/pubmed/29481820 | http://www.ncbi.nlm.nih.gov/pubmed/29530725 | http://www.ncbi.nlm.nih.gov/pubmed/29777361 | http://www.ncbi.nlm.nih.gov/pubmed/30045955 | http://www.ncbi.nlm.nih.gov/pubmed/29929813 | http://www.ncbi.nlm.nih.gov/pubmed/30122598 | http://www.ncbi.nlm.nih.gov/pubmed/31868685 | http://www.ncbi.nlm.nih.gov/pubmed/31323173 | http://www.ncbi.nlm.nih.gov/pubmed/20457958 | http://www.ncbi.nlm.nih.gov/pubmed/31559624 | http://www.ncbi.nlm.nih.gov/pubmed/30363460 | http://www.ncbi.nlm.nih.gov/pubmed/28326650 | http://www.ncbi.nlm.nih.gov/pubmed/16235669 | http://www.ncbi.nlm.nih.gov/pubmed/17343274 | http://www.ncbi.nlm.nih.gov/pubmed/29330020 | http://www.ncbi.nlm.nih.gov/pubmed/10461102 | http://www.ncbi.nlm.nih.gov/pubmed/25247107 | http://www.ncbi.nlm.nih.gov/pubmed/31721077 | http://www.ncbi.nlm.nih.gov/pubmed/25527389 | http://www.ncbi.nlm.nih.gov/pubmed/30565036 | http://www.ncbi.nlm.nih.gov/pubmed/25471376 | http://www.ncbi.nlm.nih.gov/pubmed/31974808 | http://www.ncbi.nlm.nih.gov/pubmed/12722174 | http://www.ncbi.nlm.nih.gov/pubmed/30893720 | http://www.ncbi.nlm.nih.gov/pubmed/28913163 | http://www.ncbi.nlm.nih.gov/pubmed/26982989 | http://www.ncbi.nlm.nih.gov/pubmed/24038576,34,46,"The Fahn-Tolosa-Marin (FTM) clinical tremor rating scale was used to score tremor, drawing, and drinking before and after each GKT. | The Fahn-Tolosa-Marin clinical tremor rating scale was used to evaluate tremor, handwriting, drawing, and drinking."
5e9202c52d3121100d000006,bioasq,List the core SNARE complex proteins.,VAMP2 Syntaxin SNAP25,http://www.ncbi.nlm.nih.gov/pubmed/29548989 | http://www.ncbi.nlm.nih.gov/pubmed/28426820,2,3,SNAP-25 is a protein involved in regulated membrane fusion and part of the SNARE complex. | SNAP-25 together with Syntaxin 1 and VAMP-2 forms the ternary SNARE complex essential for mediating activity-dependent release of hormones and neurotransmitters.
5e64eef51af46fc130000016,bioasq,What is septicemia?,"Septicemia occurs when a bacterial infection elsewhere in the body, such as the lungs or skin, enters the bloodstream.",http://www.ncbi.nlm.nih.gov/pubmed/28711436 | http://www.ncbi.nlm.nih.gov/pubmed/9691728,2,3,"Rapid identification of microbes in the bloodstream is crucial in managing septicemia because of its high disease severity, and direct identification from positive blood culture | The definition of septicemia according to Schottmüller (1914), as a generalized bacterial infection with a persistent bacteremia is still justified."
5fe31312a43ad31278000042,bioasq,Which is the master oncogenic transcription factor in T-cell acute lymphoblastic leukemia?,"The oncogenic transcription factor TAL1/SCL induces an aberrant transcriptional program in T-cell acute lymphoblastic leukemia (T-ALL) cells. | The oncogenic transcription factor TAL1/SCL induces an aberrant transcriptional program in T-cell Acute lymphoblastic Leukemia (T-ALL) cells. | The oncogenic transcription factor TAL1/SCL induces an aberrant transcriptional program in T-Cell Acute lymphoblastic Leukemia (T-ALL) cells. | The oncogenic transcription factor TAL1/SCL induces an aberrant transcriptional program in T-cell Acute lymphoblastic Leukemia (T-ALL) cells. It's not the master transcription factor, it's the oncogene.",http://www.ncbi.nlm.nih.gov/pubmed/29326336 | http://www.ncbi.nlm.nih.gov/pubmed/23263491 | http://www.ncbi.nlm.nih.gov/pubmed/28652130 | http://www.ncbi.nlm.nih.gov/pubmed/32633635 | http://www.ncbi.nlm.nih.gov/pubmed/14604958 | http://www.ncbi.nlm.nih.gov/pubmed/28028313 | http://www.ncbi.nlm.nih.gov/pubmed/27550837 | http://www.ncbi.nlm.nih.gov/pubmed/22897851 | http://www.ncbi.nlm.nih.gov/pubmed/9507011 | http://www.ncbi.nlm.nih.gov/pubmed/28179281 | http://www.ncbi.nlm.nih.gov/pubmed/30145780,11,18,"We identify CNOT3 as a tumor suppressor mutated in 7 of 89 (7.9%) adult T-ALLs, and its knockdown causes tumors in a sensitized Drosophila melanogaster model. In addition, we identify mutations affecting the ribosomal proteins RPL5 and RPL10 in 12 of 122 (9.8%) pediatric T-ALLs, with recurrent alterations of Arg98 in RPL10. | ARID5B as a critical downstream target of the TAL1 complex that activates the oncogenic transcriptional program and promotes T-cell leukemogenesis."
5e29f732aa19d74431000003,bioasq,List as many European influenza vaccines as possible.,"Three split-virion vaccines (Vaxigrip, Begrivac, and Influsplit/Fluarix) and three subunit vaccines containing only viral surface glycoproteins (Influvac, Agrippal, and Fluvirin).",http://www.ncbi.nlm.nih.gov/pubmed/8801083,1,1,"Three split-virion vaccines (Vaxigrip, Begrivac, and Influsplit/Fluarix) and three subunit vaccines containing only viral surface glycoproteins (Influvac, Agrippal, and Fluvirin) available for the 1994-95 season were analysed by biological, molecular, and biochemical methods."
5e2b2d4afbd6abf43b000008,bioasq,What is canSAR?,"canSAR (http://cansar.icr.ac.uk) is a public, freely available, integrative translational research and drug discovery knowlegebase. canSAR informs researchers to help solve key bottlenecks in cancer translation and drug discovery. It integrates genomic, protein, pharmacological, drug and chemical data with structural biology, protein networks and unique, comprehensive and orthogonal 'druggability' assessments. canSAR is widely used internationally by academia and industry. | canSAR (http://cansar.icr.ac.uk) is a freely available, multidisciplinary, cancer-focused knowledgebase developed to support cancer translational research and drug discovery . It integrates genomic, protein, pharmacological, drug and chemical data with structural biology, protein networks and unique, comprehensive and orthogonal 'druggability' assessments . | canSAR (http://cansar.icr.ac.uk) is a public integrative cancer-focused knowledgebase for the support of cancer translational research and drug discovery. Through the integration of biological, pharmacological, chemical, structural biology and protein network data, it provides a single information portal to answer complex multidisciplinary questions including--among many others--and what is known about a protein, in which cancers is it expressed or mutated, and what chemical tools and cell line models can be used to experimentally probe its activity. | CanSAR (http://cansar.icr.ac.uk) is a public, freely available, integrative translational research and drug discovery knowledgebase. It integrates genomic, protein, pharmacological, drug and chemical data with structural biology, protein networks and unique, comprehensive and orthogonal 'druggability' assessment. canSAR is widely used worldwide by professors, biologists and scientists interested in the molecular biology of cancer, in particular with regard to translation-dependent and -independent pathways of cancer progression.",http://www.ncbi.nlm.nih.gov/pubmed/30496479 | http://www.ncbi.nlm.nih.gov/pubmed/26673713 | http://www.ncbi.nlm.nih.gov/pubmed/24304894 | http://www.ncbi.nlm.nih.gov/pubmed/22013161,4,4,"canSAR (http://cansar.icr.ac.uk) is a public, freely available, integrative translational research and drug discovery knowlegebase. canSAR informs researchers to help solve key bottlenecks in cancer translation and drug discovery. It integrates genomic, protein, pharmacological, drug and chemical data with structural biology, protein networks and unique, comprehensive and orthogonal 'druggability' assessments. canSAR is widely used internationally by academia and industry. | canSAR (http://cansar.icr.ac.uk) is a publicly available, multidisciplinary, cancer-focused knowledgebase developed to support cancer translational research and drug discovery. canSAR integrates genomic, protein, pharmacological, drug and chemical data with structural biology, protein networks and druggability data. canSAR is widely used to rapidly access information and help interpret experimental data in a translational and drug discovery context."
601c13a91cb411341a00000a,bioasq,What is the mechanism of action of magrolimab?,Magrolimab is an anti-CD47 antibody with promising results for myelodysplastic syndromes and acute myeloid leukemia.,http://www.ncbi.nlm.nih.gov/pubmed/33279177 | http://www.ncbi.nlm.nih.gov/pubmed/32038992,2,2,"Magrolimab, an anti-CD47 antibody, has shown proof-of-principle of efficacy in this therapeutic class with promising early results in both higher risk myelodysplastic syndromes (MDS) and TP53 mutant acute myeloid leukemia (AML). | In addition, initial clinical data of CD47 targeting in AML/MDS will be reviewed, and including the first-in-class anti-CD47 antibody magrolimab."
5e91ffc22d3121100d000002,bioasq,List types of mutations.,point mutations deletions insertions inversions translocations,http://www.ncbi.nlm.nih.gov/pubmed/27722982 | http://www.ncbi.nlm.nih.gov/pubmed/29115104 | http://www.ncbi.nlm.nih.gov/pubmed/29878242,3,3,"NGS is utilized to novel diagnostic and rare cancer mutations, detection of translocations, inversions, insertions and deletions, | Deletions are the most common types of mutations in α-thal, followed by point mutations and small insertion/deletion."
5e639a0a1af46fc130000010,bioasq,HER-2 belongs to what family of proteins?,"HER-2 is also known as human epidermal growth factor receptor 2 and is a member of the Epidermal growth factor receptor (EGFR) family, members of which are: EGFR, HER2, HER3, and HER4. | HER-2 belongs to the human epidermal growth factor receptor family, which is a family of proteins that also includes EGF, EGF1, HER2, HER3, HER4, HER5, HER6, HER7, HER8, and HER9. | HER-2 belongs to the human epidermal growth factor receptor family, which is a family of proteins that also includes EGF, EGF1, HER2, HER3, HER4, HER5, HER6, HER7, and HER8. | HER-2 belongs to the human epidermal growth factor receptor family, which is a family of proteins that also includes EGF, EGF1, HER2, HER3, HER4, HER5, HER6, and HER8. | HER-2 belongs to the human epidermal growth factor receptor family, which is a family of proteins that also includes EGF, EGF1, HER2, HER3, HER4, HER5, and HER6. | Herceptin-2 belongs to the human epidermal growth factor receptor 2 (HER2) family of proteins. | Her-2 belongs to the human epidermal growth factor receptor 2 (EGF) family of proteins. | Her-2 belongs to the family of the human epidermal growth factor receptors (EGFRs). | HER-2 belongs to the human epidermal growth factor receptor family, which is a family of proteins that also includes EGF, EGF1, HER3, HER4, HER5, and HER6.",http://www.ncbi.nlm.nih.gov/pubmed/21896992 | http://www.ncbi.nlm.nih.gov/pubmed/19048033 | http://www.ncbi.nlm.nih.gov/pubmed/21805036 | http://www.ncbi.nlm.nih.gov/pubmed/18505086 | http://www.ncbi.nlm.nih.gov/pubmed/15173008 | http://www.ncbi.nlm.nih.gov/pubmed/17867585 | http://www.ncbi.nlm.nih.gov/pubmed/11785652 | http://www.ncbi.nlm.nih.gov/pubmed/29389942 | http://www.ncbi.nlm.nih.gov/pubmed/17536308 | http://www.ncbi.nlm.nih.gov/pubmed/12767812 | http://www.ncbi.nlm.nih.gov/pubmed/26545934 | http://www.ncbi.nlm.nih.gov/pubmed/16800251 | http://www.ncbi.nlm.nih.gov/pubmed/33202212 | http://www.ncbi.nlm.nih.gov/pubmed/10480346 | http://www.ncbi.nlm.nih.gov/pubmed/25620423 | http://www.ncbi.nlm.nih.gov/pubmed/22505536 | http://www.ncbi.nlm.nih.gov/pubmed/11180765 | http://www.ncbi.nlm.nih.gov/pubmed/11694782 | http://www.ncbi.nlm.nih.gov/pubmed/15920544 | http://www.ncbi.nlm.nih.gov/pubmed/27426127 | http://www.ncbi.nlm.nih.gov/pubmed/7612897,21,28,human epidermal growth factor receptor-2 (HER2) | epidermal growth factor receptor 2 (HER2)
5fe31306a43ad3127800003c,bioasq,What is the chemical structure of Etanercept (ETN)?,"Etanercept is a soluble fusion protein of the tumor necrosis factor receptor (TNFR) extracellular domain, linked to an Fc part of IgG1. It possesses three N- and 13 O-glycosylation sites. | Etanercept has the best retention rate in rheumatic diseases, but is less effective in granulomatous diseases, such as inflammatory bowel diseases or uveitis . It possesses three N- and 13 O-glycosylation sites, with multiple N-and-IgG1-N-G sites . It is a fusion protein, composed of the Fc portion of IgG1 and the extracellular domain of the TNF receptor . | Etanercept has the best retention rate in rheumatic diseases, but is less or not effective in granulomatous diseases, such as inflammatory bowel diseases or uveitis. Etanercept is a highly glycosylated therapeutic Fc-fusion protein that contains multiple N- and O-glycosylation sites. | Etanercept (ETN) is a soluble fusion protein of the tumor necrosis factor receptor (TNFR) extracellular domain, linked to an Fc part of IgG1. It possesses three N- and 13 O-glycosylation sites. Etanercept has the ability to bind to TNF-α and TGF-β, and thus is a potential novel therapeutic option for the treatment of cancer. | Etanercept (ETN) is a soluble fusion protein of the tumor necrosis factor receptor (TNFR) extracellular domain, linked to an Fc part of IgG1. It possesses three N- and 13 O-glycosylation sites, which form a complex with the plasma membrane protein Enbrel. Etanercept has been tested for treatment of solid cancers, including  glioblastoma and neuroblastoma, and liver fibrosis. | Etanercept has the best retention rate in rheumatic diseases, but is less or not effective in granulomatous diseases, such as inflammatory bowel diseases or uveitis. Etanercept is a highly glycosylated therapeutic Fc-fusion protein that contains multiple N- and O-glycosylation sites. Etanercept is a TNFα receptor Fc fusion protein used for the treatment of rheumatic disease and psoriasis. Etanercept is a soluble fusion protein of the tumor necrosis factor receptor (TNFR) extracellular domain, linked to an Fc part of IgG1.",http://www.ncbi.nlm.nih.gov/pubmed/29887576 | http://www.ncbi.nlm.nih.gov/pubmed/11336570 | http://www.ncbi.nlm.nih.gov/pubmed/29411222 | http://www.ncbi.nlm.nih.gov/pubmed/28638112 | http://www.ncbi.nlm.nih.gov/pubmed/24308717 | http://www.ncbi.nlm.nih.gov/pubmed/24611432 | http://www.ncbi.nlm.nih.gov/pubmed/29020515 | http://www.ncbi.nlm.nih.gov/pubmed/23961669 | http://www.ncbi.nlm.nih.gov/pubmed/26665003,9,14,"Etanercept has the best retention rate in rheumatic diseases, but is less or not effective in granulomatous diseases, such as inflammatory bowel diseases or uveitis. | Etanercept is a highly glycosylated therapeutic Fc-fusion protein that contains multiple N- and O-glycosylation sites."
602598201cb411341a0000af,bioasq,What does bDMARD stand for?,bDMARDs are biologic disease-modifying antirheumatic drugs.,http://www.ncbi.nlm.nih.gov/pubmed/31058442 | http://www.ncbi.nlm.nih.gov/pubmed/32370139 | http://www.ncbi.nlm.nih.gov/pubmed/30876919 | http://www.ncbi.nlm.nih.gov/pubmed/29980576 | http://www.ncbi.nlm.nih.gov/pubmed/32494334 | http://www.ncbi.nlm.nih.gov/pubmed/28412711 | http://www.ncbi.nlm.nih.gov/pubmed/31171315 | http://www.ncbi.nlm.nih.gov/pubmed/29649840 | http://www.ncbi.nlm.nih.gov/pubmed/24741293 | http://www.ncbi.nlm.nih.gov/pubmed/26404390 | http://www.ncbi.nlm.nih.gov/pubmed/31816434,11,12,"Biologic disease-modifying antirheumatic drugs (bDMARDs) used for rheumatoid arthritis (RA) treatment have several mechanisms of action. | In the present study we evaluated how systemic arterial hypertension (SAH), dyslipidemia and diabetes mellitus influence the efficacy, safety and retention rate of biological disease-modifying anti-rheumatic drug (bDMARD) treatment in rheumatic musculoskeletal disorders (RMDs)."
601d75281cb411341a000043,bioasq,Is there any role of genotoxic pks + E. coli in cancer?,"Yes. A distinct mutational signature in colorectal cancer was described which implies that the underlying mutational process results directly from past exposure to bacteria carrying the colibactin-producing pks pathogenicity island. | Yes. Genotoxic pks and E. Coli are known to cause mutations in the DNA of cells, which can lead to cancer. | Yes. Genotoxic pks and E. Coli are known to cause mutations in the DNA of cells, which can lead to cell death. | Yes. Genotoxic pks and E. Coli are known to cause mutations in the DNA of cells, which can lead to cell death and cancer. | Yes. Genotoxic pks and E. Coli are known to cause mutations in the DNA of cells, which can lead to cell death and cell death.",http://www.ncbi.nlm.nih.gov/pubmed/32106218,1,2,"Mutational signature in colorectal cancer caused by genotoxic pks+ | Various species of the intestinal microbiota have been associated with the development of colorectal cancer1,2, but it has not been demonstrated that bacteria have a direct role in the occurrence of oncogenic mutations. Escherichia coli can carry the pathogenicity island pks, which encodes a set of enzymes that synthesize colibactin3. This compound is believed to alkylate DNA on adenine residues4,5 and induces double-strand breaks in cultured cells3. Here we expose human intestinal organoids to genotoxic pks+ E. coli by repeated luminal injection over five months. Whole-genome sequencing of clonal organoids before and after this exposure revealed a distinct mutational signature that was absent from organoids injected with isogenic pks-mutant bacteria. The same mutational signature was detected in a subset of 5,876 human cancer genomes from two independent cohorts, predominantly in colorectal cancer. Our study describes a distinct mutational signature in colorectal cancer and implies that the underlying mutational process results directly from past exposure to bacteria carrying the colibactin-producing pks pathogenicity island."
5e44c59848dab47f26000021,bioasq,Should tirilazad be used for treatment of ischemic stroke?,"No. Tirilazad should not be used for treatment of stroke because it does not improve disease outcomes, but may increase death and disability.",http://www.ncbi.nlm.nih.gov/pubmed/18810661 | http://www.ncbi.nlm.nih.gov/pubmed/11781420 | http://www.ncbi.nlm.nih.gov/pubmed/10978061,3,5,"CONCLUSION: Tirilazad had no effect on clinical outcome but did decrease symptomatic vasospasm in five trials of aneurysmal SAH. | Tirilazad did not significantly decrease unfavorable clinical outcome on the GOS (odds ratio [OR] 1.04, 95% confidence interval [CI] 0.89-1.20) or cerebral infarction (OR 1.04, 95% CI 0.89-1.22)."
5e9208da2d3121100d00000a,bioasq,List the major families of Histones.,"Five histone families (H1, H2A, H2B, H3, and H4).",http://www.ncbi.nlm.nih.gov/pubmed/26846354 | http://www.ncbi.nlm.nih.gov/pubmed/21829453 | http://www.ncbi.nlm.nih.gov/pubmed/20194426,3,3,"five histone families (H1, H2A, H2B, H3, and H4) | H2A, H2B, H3 and H4 histone families"
5e64f11a1af46fc130000017,bioasq,"Is the Paramyxovirus geneome segmented, negative-sense RNA?",The paramyxovirus family has a genome consisting of a SINGLE STRAND of negative sense RNA | The paramyxovirus family has a genome consisting of a single strand of negative sense RNA. | The paramyxovirus family has a genome consisting of a single strand of negative sense RNA,http://www.ncbi.nlm.nih.gov/pubmed/25683441 | http://www.ncbi.nlm.nih.gov/pubmed/19493999 | http://www.ncbi.nlm.nih.gov/pubmed/24501400 | http://www.ncbi.nlm.nih.gov/pubmed/22892200 | http://www.ncbi.nlm.nih.gov/pubmed/25948749 | http://www.ncbi.nlm.nih.gov/pubmed/29992955 | http://www.ncbi.nlm.nih.gov/pubmed/25831513 | http://www.ncbi.nlm.nih.gov/pubmed/9525637 | http://www.ncbi.nlm.nih.gov/pubmed/9568033 | http://www.ncbi.nlm.nih.gov/pubmed/10482624 | http://www.ncbi.nlm.nih.gov/pubmed/16325221 | http://www.ncbi.nlm.nih.gov/pubmed/23707921 | http://www.ncbi.nlm.nih.gov/pubmed/10400712,13,17,"The paramyxovirus family has a genome consisting of a single strand of negative sense RNA | The avian paramyxovirus type 1 (APMV-1), or Newcastle disease virus (NDV), comprise a diverse group of viruses with a single-stranded, negative-sense RNA genome."
5d387c20a1e1595105000010,bioasq,Approximately how many genes are contained in the X chromosome's non-pseudoautosomal region (non-PAR)?,There are 783 non-pseudoautosomal region (PAR) X-chromosome genes. | The number of genes contained in the X chromosome's non-pseudoautosomal region (non-PAR) is 783. | The total number of genes contained in the X chromosome's non- pseudoautosomal region (PAR) is 783. | The number of genes contained in the non- pseudo-autosomal region (PAR) X chromosome is 783. | Six of 783 non-pseudoautosomal region (PAR) X-chromosome genes harbored loss-of-function mutations more frequently in males. | There are 783 non-pseudoautosomal region X-chromosome genes harbored loss-of-function mutations more frequently in males.,http://www.ncbi.nlm.nih.gov/pubmed/27869828,1,2,"Six of 783 non-pseudoautosomal region (PAR) X-chromosome genes (ATRX, CNKSR2, DDX3X, KDM5C, KDM6A, and MAGEC3) harbored loss-of-function mutations more frequently in males | Six of 783 non-pseudoautosomal region (PAR) X-chromosome genes (ATRX, CNKSR2, DDX3X, KDM5C, KDM6A, and MAGEC3) harbored loss-of-function mutations more frequently in males (based on a false discovery rate < 0.1), in comparison to zero of 18,055 autosomal and PAR genes (Fisher's exact P < 0.0001)."
